age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45, Private,161085, 5th-6th,12, Married-civ-spouse, Craft-repair, Husband, White, Male,8,0,44, United-States, <=50K
60, Local-gov,17865, Masters,13, Divorced, Prof-specialty, Not-in-family, White, Male,-8,0,39, United-States, <=50K
20, Local-gov,255162, Some-college,9, Never-married, Protective-serv, Own-child, Black, Female,5,0,29, Haiti, <=50K
74, Self-emp-not-inc,101999, Bachelors,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,7757,0,35, United-States, >50K
38, Self-emp-not-inc,111170, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,20,0,54, United-States, <=50K
27, Private,96069, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,-27,0,30, United-States, <=50K
25, Local-gov,213210, Assoc-acdm,12, Separated, Adm-clerical, Other-relative, White, Female,20,0,30, United-States, <=50K
37, Private,19427, Bachelors,3, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,5,0,40, Puerto-Rico, <=50K
57, Self-emp-not-inc,236039, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,21,0,39, United-States, <=50K
26, Private,95442, Assoc-voc,10, Never-married, Craft-repair, Other-relative, White, Female,8,0,39, United-States, >50K
49, Self-emp-not-inc,135100, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,0,56, United-States, >50K
43, Private,124255, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Female,-10,0,44, United-States, <=50K
39, Private,244171, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,15,0,39, United-States, >50K
23, Private,103705, HS-grad,5, Widowed, Adm-clerical, Own-child, White, Female,18,0,23, United-States, <=50K
50, Self-emp-inc,111925, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-5,0,58, United-States, >50K
55, Private,94408, HS-grad,9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,6,0,39, United-States, <=50K
22, Private,112380, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-36,-1,43, United-States, <=50K
19, Private,109582, 10th,7, Never-married, Other-service, Own-child, White, Male,25,0,30, United-States, <=50K
25, Private,385226, Masters,7, Never-married, Tech-support, Own-child, White, Female,-5,0,44, United-States, <=50K
22, Self-emp-not-inc,163379, Bachelors,12, Never-married, Sales, Own-child, White, Male,6,0,19, United-States, <=50K
47, Private,192294, HS-grad,8, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Female,28,0,39, South, <=50K
49, Private,149663, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,13,0,40, United-States, <=50K
43, Private,52688, HS-grad,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,34,0,35, United-States, <=50K
25, Private,88318, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Other, Female,-12,0,34, United-States, <=50K
24, Private,165793, Bachelors,12, Divorced, Sales, Own-child, White, Female,0,0,39, United-States, <=50K
34, Self-emp-inc,79756, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,25,0,40, United-States, >50K
21, Federal-gov,518831, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,-2,0,29, United-States, <=50K
44, Private,171882, 7th-8th,3, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,17,0,34, Mexico, <=50K
49, Private,68649, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,16,0,40, United-States, <=50K
34, Self-emp-not-inc,283151, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,-7,0,44, United-States, <=50K
22, Private,194713, 10th,8, Never-married, Other-service, Own-child, White, Male,20,0,39, Mexico, <=50K
44, Private,172428, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,-9,0,29, United-States, <=50K
47, Private,146535, Some-college,9, Never-married, Prof-specialty, Own-child, White, Female,-11,0,29, United-States, <=50K
37, Private,188720, Some-college,9, Divorced, Adm-clerical, Unmarried, Black, Female,-4,0,35, United-States, >50K
34, Private,114201, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,-11,0,39, United-States, <=50K
45, Private,468614, 5th-6th,2, Never-married, Other-service, Other-relative, White, Male,-9,0,39, Mexico, <=50K
34, Private,198029, HS-grad,13, Married-civ-spouse, Sales, Husband, White, Male,5,0,45, United-States, >50K
21, Private,261975, 11th,8, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,9,0,39, United-States, <=50K
32, Federal-gov,152230, Assoc-voc,12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,-5,0,39, Mexico, >50K
33, Private,73363, Bachelors,7, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,17,0,39, Puerto-Rico, >50K
46, Private,88415, Bachelors,12, Divorced, Adm-clerical, Not-in-family, White, Female,25,0,39, United-States, <=50K
70, Private,130122, Masters,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,24,0,44, Canada, >50K
24, Private,251680, 11th,6, Never-married, Sales, Own-child, Black, Female,8,0,28, United-States, <=50K
36, State-gov,106772, Assoc-acdm,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,3,0,40, United-States, >50K
35, Private,358555, Bachelors,12, Never-married, Sales, Own-child, White, Male,3,0,39, United-States, <=50K
43, Federal-gov,215178, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,12,0,29, Honduras, <=50K
49, Local-gov,102258, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,14834,0,49, United-States, >50K
19, Private,62001, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,6,0,39, United-States, <=50K
41, Self-emp-not-inc,111064, Prof-school,3, Married-civ-spouse, Transport-moving, Husband, White, Male,4392,0,49, United-States, >50K
22, Private,399828, 11th,10, Never-married, Other-service, Own-child, Black, Female,-12,1,29, United-States, <=50K
47, Private,97203, 10th,13, Never-married, Other-service, Unmarried, White, Female,1,0,43, United-States, <=50K
37, Without-pay,37781, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,2968,0,32, United-States, <=50K
43, Private,177796, Doctorate,4, Never-married, Transport-moving, Not-in-family, White, Male,-12,0,40, United-States, <=50K
23, Private,136375, Some-college,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,15,0,33, United-States, <=50K
53, Private,173458, Some-college,9, Never-married, Sales, Not-in-family, White, Female,2693,0,40, United-States, <=50K
38, Private,356568, 11th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,24,0,39, United-States, <=50K
68, Private,112753, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,-1,1,48, United-States, >50K
25, Private,145262, Bachelors,12, Never-married, Prof-specialty, Own-child, White, Female,-24,0,39, United-States, <=50K
44, Local-gov,163383, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3549,0,39, Philippines, >50K
20, Self-emp-not-inc,262874, Assoc-voc,4, Never-married, Farming-fishing, Own-child, White, Male,1,0,66, United-States, <=50K
37, Self-emp-not-inc,247341, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,19,0,39, United-States, <=50K
43, Private,105568, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Female,-15,0,39, United-States, <=50K
23, Private,258712, Some-college,9, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Female,-14,0,34, Cuba, <=50K
42, Local-gov,194248, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,-3,0,40, United-States, >50K
27, Self-emp-inc,270259, Some-college,9, Never-married, Prof-specialty, Husband, White, Male,-1,0,39, United-States, <=50K
70, Self-emp-inc,162417, Bachelors,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,25,0,60, United-States, >50K
25, Private,31796, Bachelors,12, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,-13,0,50, Puerto-Rico, <=50K
40, Self-emp-not-inc,21077, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-9,0,40, United-States, >50K
45, Private,92810, Bachelors,12, Divorced, Prof-specialty, Not-in-family, White, Male,19,0,55, United-States, <=50K
42, Private,106520, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,17,0,39, United-States, <=50K
35, Self-emp-inc,172181, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,10,0,39, United-States, >50K
72, Private,123776, Some-college,10, Widowed, Sales, Not-in-family, White, Female,26,-1,33, United-States, <=50K
24, State-gov,167573, Some-college,9, Separated, Adm-clerical, Own-child, Black, Female,-10,0,39, United-States, <=50K
52, Without-pay,22878, HS-grad,8, Married-civ-spouse, Sales, Own-child, White, Male,-7,0,50, United-States, <=50K
39, Local-gov,271114, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,14,0,39, United-States, >50K
51, Local-gov,77121, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7,0,6, United-States, <=50K
19, Private,164471, 11th,6, Never-married, Other-service, Own-child, Black, Male,1,0,39, United-States, <=50K
49, Self-emp-inc,104880, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,66, United-States, >50K
23, Private,97050, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,7,0,39, United-States, <=50K
45, Self-emp-inc,127757, Masters,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,21,0,57, Canada, <=50K
47, Private,121881, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,16,0,53, United-States, <=50K
71, Self-emp-not-inc,17841, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,7,0,50, United-States, <=50K
24, Self-emp-not-inc,227142, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-21,-1,17, United-States, <=50K
42, Private,174553, 9th,5, Divorced, Sales, Unmarried, White, Female,-17,0,44, United-States, <=50K
45, Private,79501, HS-grad,8, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,10,0,39, Jamaica, <=50K
42, Private,78594, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,12,0,39, United-States, >50K
46, Self-emp-not-inc,92488, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,-16,-1,49, United-States, >50K
45, Private,182740, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,39, United-States, >50K
30, Self-emp-not-inc,98389, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,-4,0,8, Philippines, >50K
28, Private,243571, 11th,6, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
44, Private,87297, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,-7,0,35, United-States, >50K
61, Federal-gov,250549, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,20,0,34, United-States, >50K
48, Without-pay,101740, 9th,4, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,4,0,30, England, <=50K
62, Private,106633, 12th,7, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,13,0,35, South, <=50K
36, Local-gov,278272, Some-college,9, Married-civ-spouse, Protective-serv, Husband, White, Female,-6,0,34, United-States, >50K
26, Federal-gov,120174, Bachelors,13, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
45, Federal-gov,218414, Prof-school,14, Never-married, Prof-specialty, Not-in-family, White, Male,2,0,49, Canada, >50K
57, Private,207455, HS-grad,8, Married-civ-spouse, Other-service, Husband, Black, Female,-4,0,49, Cuba, <=50K
17, Private,172897, 11th,6, Never-married, Other-service, Own-child, White, Female,-41,0,23, United-States, <=50K
48, Private,139797, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,12,-1,39, United-States, <=50K
21, Private,170069, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,8,0,49, United-States, <=50K
43, Private,326058, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-12,0,39, United-States, <=50K
35, Local-gov,259967, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,8,0,39, Jamaica, <=50K
43, Private,122134, Some-college,10, Married-spouse-absent, Exec-managerial, Not-in-family, Other, Male,3975,0,42, Puerto-Rico, >50K
44, Self-emp-not-inc,77330, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,39, United-States, >50K
41, Self-emp-not-inc,115185, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,-6,0,43, United-States, >50K
38, Private,181083, 9th,4, Never-married, Machine-op-inspct, Unmarried, White, Female,11,0,35, United-States, <=50K
58, Self-emp-not-inc,34620, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,-1,0,34, Portugal, >50K
31, Private,253681, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,17,0,34, United-States, <=50K
47, Private,236244, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15,2142,39, Puerto-Rico, <=50K
20, Private,185931, 11th,6, Never-married, Other-service, Unmarried, White, Female,14,0,39, United-States, <=50K
44, Federal-gov,87187, HS-grad,8, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,17,0,40, Iran, <=50K
24, Private,211881, Bachelors,12, Divorced, Adm-clerical, Unmarried, White, Female,-18,0,65, United-States, <=50K
30, Federal-gov,213973, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,-12,0,35, United-States, >50K
19, Private,504536, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,23,0,29, United-States, <=50K
40, Private,129523, HS-grad,8, Separated, Adm-clerical, Unmarried, Black, Female,17,0,35, Puerto-Rico, <=50K
37, Private,305705, Doctorate,15, Never-married, Prof-specialty, Not-in-family, White, Male,20,0,39, United-States, >50K
38, Local-gov,30425, Masters,14, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,11,0,40, United-States, >50K
43, Local-gov,230094, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7643,0,54, United-States, >50K
42, Self-emp-not-inc,88819, Bachelors,12, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,57, China, >50K
60, Self-emp-not-inc,236184, 7th-8th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,-3,0,58, United-States, <=50K
45, Private,122326, Bachelors,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,3,0,55, Philippines, >50K
45, State-gov,389551, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,0,39, United-States, >50K
59, Self-emp-not-inc,92118, HS-grad,8, Married-AF-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,7297,0,34, United-States, >50K
29, Self-emp-not-inc,139984, Some-college,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-10,0,39, United-States, >50K
27, Private,192589, Some-college,9, Never-married, Other-service, Not-in-family, White, Female,-11,0,23, United-States, <=50K
31, Self-emp-not-inc,90833, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,16,-1,39, United-States, >50K
45, Self-emp-inc,313683, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,8,0,39, Yugoslavia, <=50K
43, Private,119765, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,10,0,9, Canada, <=50K
23, Private,217712, HS-grad,9, Separated, Other-service, Unmarried, White, Female,-3,0,21, United-States, <=50K
26, Self-emp-not-inc,126131, Assoc-voc,10, Married-civ-spouse, Sales, Husband, White, Male,5,1806,43, United-States, >50K
78, Self-emp-inc,83080, Doctorate,15, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,11,0,59, United-States, <=50K
26, Private,328015, 9th,3, Never-married, Prof-specialty, Other-relative, White, Female,18,0,39, England, <=50K
20, Private,337453, 11th,6, Never-married, Other-service, Own-child, White, Female,-22,0,18, United-States, <=50K
66, Federal-gov,147408, HS-grad,9, Widowed, Adm-clerical, Unmarried, Black, Female,17,0,39, United-States, <=50K
87, Private,136547, 7th-8th,3, Widowed, Sales, Not-in-family, White, Female,8,0,29, United-States, <=50K
24, Private,212150, Some-college,10, Never-married, Sales, Own-child, White, Female,7,0,16, United-States, <=50K
29, Self-emp-not-inc,34213, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,23,0,56, United-States, >50K
20, Private,116025, Some-college,9, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Female,7,0,39, United-States, <=50K
